,word,arabic,hungarian,indonesian,vietnamese,turkish,ico_vietnamese,ico_hungarian,ico_indonesian,ico_arabic,ico_turkish,ico_english,ico_rating_2022,ico_rating_2017,
6680,spokesman,المتحدث,szóvivő,juru,Người_phát_ngôn,sözcüsü,0.485736856815972,0.485314752007393,0.45621517104514,0.483998847710671,0.477844720960129,0.485225620387757,,,
6688,photographed,تصويرها,fényképezték,difoto,chụp,fotoğraflarının,0.526321712443753,0.515094757916218,0.523665297076252,0.518407498815711,0.511260316443117,0.524887144867524,,,
6690,disorders,اضطرابات,zavarok,gangguan,rối_loạn,bozuklukları,0.500155527230412,0.500060966604637,0.504892914381752,0.511799746216272,0.509736160296562,0.504640198051956,,,
6692,accurately,بدقة,pontosabban,akurat,chính_xác,isabetli,0.571773828457506,0.601219137602709,0.574264889511887,0.521401605780677,0.601990293255811,0.597938642400121,,,
6696,114,المسعف,Windsor,Windsor,Windsor,Windsor,0.394210207837098,0.402506680852353,0.393811249469105,0.396983904438363,0.399105199353334,0.410055301077791,,,
6701,maple,القيقب,juhar,sirup,rô,şurubu,0.45235000451068,0.450145901727363,0.439386700540989,0.428632209841525,0.446176521556634,0.43712847378876,,,
6702,delays,التأخير,késés,penundaan,chậm_trễ,gecikme,0.527531329173352,0.554338096533333,0.562321842473974,0.568385621584645,0.549676779475034,0.553057039042778,,,
6708,declare,أعلن,kijelentem,menyatakan,tuyên_bố,bağımsızlığımızı,0.559045628621972,0.605771549698294,0.595587050038181,0.530368389041265,0.592253600922721,0.576438162377327,4.1,,
6722,outlet,منفذ,kivezető,Outlet,ổ_cắm,priz,0.490136286221472,0.482768625641683,0.488109653470338,0.490646446581969,0.491730965573334,0.488304554694586,3.8,,
6723,shooter,مطلق,lövész,penembak,súng,tetikçi,0.413596410812634,0.41534246649128,0.404106953506532,0.424581472061997,0.408716800417669,0.418752060957601,,,
6727,ga,بالهبوب,ah,kian,ano,pa,0.320549172470745,0.337597548858701,0.309977349918224,0.305761613884384,0.34402018827682,0.323614168615244,,,
6728,asset,الأصول,informátor,aset,tài_sản,Varlık,0.48670851923469,0.497319588930193,0.473161878913565,0.493695693507642,0.479969004889807,0.477903610521688,,,
6737,selective,انتقائية,szelektív,selektif,chọn_lọc,seçici,0.479395332250718,0.519673327219491,0.519288832279595,0.514491694467551,0.502234551438999,0.507842627263416,4.4,,
6741,preserving,الحفاظ,megőrizni,melestarikan,bảo_tồn,muhafaza,0.556314623970275,0.589780040665426,0.595090763840619,0.56085999945115,0.583776045201934,0.586640850228135,,,
6749,riot,الشغب,lázadás,kerusuhan,nổi_loạn,isyan,0.543201929090214,0.536184468256461,0.534274512539402,0.551436364482788,0.539079604330238,0.548128797333852,4.27272727272727,0,
6758,blend,مزيج,keverék,berbaur,trà_trộn,karışımı,0.567010646752519,0.569413533070343,0.574287970629265,0.57089440692074,0.567524272101695,0.567089436506447,4.6,,
6760,constructing,تشيد,építésével,membangun,cần_thiết,oluşturma,0.548639387090191,0.567879144739687,0.558868439294273,0.503093158631187,0.556202041714013,0.565736485396819,,,
6762,loans,القروض,kölcsönök,pinjaman,vay,krediler,0.463047390969681,0.50903257928585,0.510151635477646,0.495167151000118,0.506131486242179,0.490412739383621,,,
6764,emotions,العواطف,érzelmek,emosi,cảm_xúc,Duyguları,0.601880081390866,0.618971100247888,0.604187484592798,0.609984451479711,0.61132697284574,0.604161840796387,,,
6771,rushed,هرعت,siettem,bergegas,vội_vã,aceleye,0.514156042711139,0.536040234667433,0.527335842546767,0.530336141852469,0.524731986968866,0.533915547988136,,,
6772,presumed,مُفتَرَض,feltételezett,diduga,coi,varsayılıyor,0.547510276804976,0.600978130900026,0.579811130647258,0.557703418005218,0.58616919336689,0.583277257610489,,,
6774,shifting,التحول,változó,pergeseran,liên_tục,vites,0.641841860619033,0.641724477437404,0.648037699416656,0.640374685111041,0.64112776018502,0.649332026324533,,,
6778,employers,أرباب,munkaadói,majikan,chủ,işverenlerin,0.455472738553888,0.540525024021224,0.536988364704298,0.520870594669429,0.54058736946027,0.533264892240009,,,
6784,rolls,لفات,tekercs,gulung,cuộn,rulo,0.541192623491771,0.533647018095627,0.528284730761558,0.561537893959494,0.534234311222642,0.546815976533271,,,
6800,underwater,الماء,alatti,air,nước,sualtı,0.555862821367774,0.54620283748327,0.556030064036442,0.551674734749804,0.547353428531466,0.540475774228241,,,
6812,carriers,حاملات,hordozók,induk,hạm,taşıyıcı,0.48382731739129,0.506073862139956,0.503564744086512,0.499203930777546,0.509179118698623,0.507519517618377,,,
6813,bare,العاريتين,csupasz,kosong,trần,ayakla,0.626288185158964,0.609261374505942,0.610855187616063,0.564945546565326,0.588112823712489,0.61781959542067,3.6,,
6817,disk,القرص,lemezt,disket,đĩa,diski,0.489765270948101,0.473037751521556,0.475972347858196,0.496140317925412,0.474923590704337,0.475032377341509,4.81818181818182,,
6818,mobility,الحركة,mobilitás,Cairan,đi_lại,hareketlilik,0.483786089094474,0.513638920734219,0.479951068829002,0.489653384929296,0.518504217946313,0.509143948114439,3.6,,
6819,elephant,الفيل,elefánt,gajah,voi,fil,0.597343968064446,0.541537666212696,0.582502213498499,0.572279872161833,0.585928787044,0.556320331127951,4.4,2.142857143,
6828,violations,انتهاكات,megsértéséért,pelanggaran,vi_phạm,ihlaller,0.48672350619306,0.547961286505278,0.534670865229314,0.542397480613824,0.518669581675913,0.527733739566529,,,
6835,laser,الليزر,lézer,Laser,laze,lazer,0.509349519343954,0.512945972238966,0.508416429272189,0.513404043411329,0.51591847062413,0.514948799391662,,,
6845,barrel,برميل,hordó,barel,thùng,fıçı,0.571544459554992,0.544381895743098,0.554050059439169,0.569572213888643,0.546012522187961,0.552668099419166,5,1,
6848,implied,ضمنياً,utalt,tersirat,ám_chỉ,ima,0.632293889109848,0.624973437102874,0.643663405612227,0.613498113326143,0.618527198911548,0.643934954000105,,,
6850,refuse,أرفض,visszautasítom,menolak,từ_chối,reddediyorum,0.585704364073583,0.621186567209069,0.609919098314103,0.576707323885927,0.611219844648735,0.600027085669614,3.9,,
6852,torture,التعذيب,kínzás,penyiksaan,tra_tấn,işkence,0.578137567664281,0.597825318090325,0.601580841997727,0.597259809557031,0.597050940583513,0.579950177263329,2.7,,
6854,rendering,الأبعاد,3D-s,----,,,korumasız,0.337365470090768,0.582022992884316,0.354002118857337,0.631612933556477,0.62787645943186,0.622621620206357,,
6862,rows,صفوف,sorral,baris,hàng,sıraları,0.505475691356423,0.522341002581325,0.519402899510296,0.537093462618851,0.508712081770254,0.530642427026761,,,
6871,wa,وا,290,Wa,kimi,etüt,0.34854054870041,0.292062270031367,0.370193909185411,0.381848816361817,0.345371510529061,0.386014567663793,,,
6879,burden,عبء,teher,beban,gánh,yük,0.589561797111018,0.592764272405274,0.595734076652925,0.555863911556802,0.578599763538191,0.58851494952596,3.6,1.181818182,
6884,bypass,الجانبي,elkerülő,memotong,dạ_dày,baypas,0.425283377983169,0.425838231266526,0.425016279664546,0.42420785990821,0.423442520429179,0.427557095692085,3.5,,
6897,destinations,وجهات,úti,tujuan,điểm,varış,0.419643006321972,0.42284465555744,0.434859381068671,0.428830163131011,0.437228650947925,0.438570426682611,,,
6898,statute,التقادم,elévült,undang-undang,thời_hạn,aşımı,0.444817090720124,0.463589054080255,0.468116480055503,0.467270940124086,0.449456425417622,0.457551514840058,2.8,,
6908,advertisements,الإعلانات,hirdetéseket,iklan,quảng_cáo,reklamlar,0.573773964232916,0.569178315398619,0.568771171414305,0.56443662535411,0.573394890098463,0.565957781753224,,,
6920,echo,صدى,visszhang,gema,siêu_âm,yankı,0.560273536594918,0.539761519524035,0.562969603845445,0.566349208623587,0.556493591421977,0.575371240254757,6.5,2.8,
6922,goodbye,الوداع,viszlát,selamat,tạm_biệt,elveda,0.5501157207959,0.55305077903858,0.536252892706776,0.555861660193809,0.554042237268142,0.561146511029604,4.3,,
6926,powder,مسحوق,por,bubuk,bột,barut,0.59230579177679,0.598307387424348,0.576169461890048,0.596704488078628,0.583239483518554,0.574853050640807,3.1,0.307692308,
6927,permits,تصاريح,engedélyeket,izin,giấy_phép,izinleri,0.579336276953269,0.610090436050957,0.567078058943722,0.563855819141934,0.595828576671381,0.577071303416867,,,
6929,outline,العريضة,vázlat,garis,viền,hatlarını,0.515681484857241,0.526687303797047,0.523500726016681,0.523561477350751,0.53273375591723,0.530106688743035,,,
6930,sacked,أقال,kifosztották,dipecat,sa_thải,talan,0.428616059319025,0.442042319348544,0.439477030799421,0.430431605107706,0.440861768143035,0.447629384482569,,,
6935,pulling,السحب,mozgatja,menarikku,kéo,çekerek,0.641947416526495,0.667431366451086,0.651826048334798,0.681217515415653,0.679150925434908,0.674783478191656,,,
6936,121,122,121,rue,saint,122,0.384587398180494,0.410641360039487,0.398605604473854,0.83327032005445,0.407028577342325,0.402204242837382,,,
6951,devastated,محطمة,sújtva,hancur,suy_sụp,harap,0.511968393705311,0.516610558474421,0.513617839870592,0.499667824608514,0.516450440627381,0.519713296458886,,,
6956,reviewing,أراجع,átnézi,meninjau,xem_lại,inceliyordum,0.596346300127518,0.609325645338473,0.608599431360469,0.576272939149051,0.614410706910128,0.598431854664081,,,
6964,inadequate,بالنقص,alkalmatlan,memadai,tương_xứng,yetersiz,0.602351979086704,0.625330171780887,0.616929642481745,0.569242560815184,0.616465385890786,0.618905416433404,,,
6965,pierce,بيرس,Pierce,menembus,xuyên,delip,0.532479314301889,0.529040761978902,0.509196405008451,0.545491023003512,0.522824844044766,0.525340791908716,4.9,,
6968,app,تطبيق,alkalmazás,aplikasi,ứng_dụng,uygulama,0.470398696373791,0.473219691948263,0.473464470895156,0.472277812837041,0.471280540036657,0.477179191743937,,,
6975,souls,أرواحنا,lelkek,jiwa,linh_hồn,ruhlarını,0.553998034501866,0.535442536021561,0.548726086881519,0.54155760464417,0.538130151418236,0.541152725995596,,,
6976,submission,الخضوع,engedelmességre,penyerahan,chịu_thua,boyun,0.490557834942283,0.531765988941818,0.519982437154254,0.497525770536228,0.492193318322828,0.521709775651284,,,
6981,twist,نرقص,csavar,memutar,vặn,aynıyız,0.620359567837452,0.61227278657807,0.592505022487061,0.616537838489733,0.584965408002105,0.589180924332642,,2.8,
6987,supernatural,للطبيعة,természetfeletti,supranatural,siêu_nhiên,doğaüstü,0.566920298593663,0.562313132943347,0.57025089278144,0.56507188164339,0.567987903100663,0.561660360093315,,,
6988,apprentice,المتدرب,tanítványom,magang,đệ_tử,çırak,0.527465067772666,0.485091863406814,0.519517945848016,0.500302977424717,0.515585890247601,0.502383735547823,4,,
6990,raced,تسابقت,versenyzett,berlari,đua,yarıştı,0.443892540695664,0.437469765178082,0.438872029300452,0.46159616905467,0.447352104829212,0.464954090411661,,,
6994,skiing,التزلج,síelni,ski,trượt_tuyết,kayak,0.425082004379837,0.43451914319681,0.435038764279486,0.430652582179255,0.438721940393614,0.429910902026551,4.9,,
6996,clause,بند,záradék,klausul,điều_khoản,maddesi,0.479994058743201,0.48267494539144,0.476167012273106,0.433491017771122,0.481124967733264,0.468154887687305,2,,
6998,invisible,مرئي,láthatatlan,terlihat,vô_hình,görünmez,0.649098854154379,0.607408463969633,0.611049511844044,0.64667606105636,0.628156847240669,0.624384520645153,,,
7006,recall,تذكرون,felidézni,Seingatku,nhớ,Hatırladığım,0.588231244179553,0.654105137261673,0.648521157314215,0.613670963728243,0.65346366544656,0.618590015706552,3.5,0.166666667,
7008,240,مئتان,240-es,ml,dao,volt,0.432032553489604,0.439373953405947,0.448261692739062,0.430197674813948,0.432235449046361,0.39731032200284,,,
7010,homeless,المشردين,hajléktalan,tunawisma,vô,evsiz,0.487734449135127,0.518455555773107,0.529575304594046,0.527061346658306,0.537254425331506,0.531885334439004,3.6,,
7013,rode,ركب,lovagolt,berkuda,cưỡi,bindin,0.494420102541728,0.493087655304257,0.493996985416958,0.511152598869836,0.494885619426702,0.501319229241982,,,
7014,ashes,الرماد,hamvait,abu,tro,külleri,0.515825958264036,0.506227447661283,0.508600806349419,0.511322827447936,0.502800412722722,0.519566274251324,,0.769230769,
7016,resume,الذاتية,önéletrajza,melanjutkan,tiếp_tục,özgeçmiş,0.546378471956739,0.569166594148561,0.565260541844497,0.557679136336664,0.554695024429004,0.546002754410991,2.81818181818182,,
7019,flags,الأعلام,zászlók,bendera,cờ,bayraklar,0.484800904180443,0.521422504927443,0.518679294722115,0.509394824525834,0.524432296067112,0.526280659233653,,,
7021,villagers,القرويين,falusiak,desa,dân_làng,köylüler,0.560000934654771,0.555280623962847,0.554764932546299,0.560537930455468,0.564032751217026,0.55812300158027,,,
7028,precious,الثمينة,drágalátos,berharga,quý_giá,kıymetli,0.563574719531289,0.538512895302841,0.548929050490678,0.553487062402317,0.546537416250286,0.551198140853492,3.27272727272727,0.538461538,
7029,ethical,أخلاقية,etikai,etis,đạo_đức,etik,0.568989366151972,0.58001563107988,0.567417344692092,0.579652729510185,0.557096744342864,0.571481005418598,4.4,,
7030,plots,المؤامرات,sírhelyet,plot,âm_mưu,komplolar,0.527781165212177,0.555515727813304,0.525624642900577,0.553685222521974,0.556538522586023,0.530124649880451,,,
7035,horizon,الأفق,horizonton,cakrawala,chân_trời,ufukta,0.513001226123711,0.489645034742832,0.499553560318332,0.490940572036644,0.501787304925815,0.501733602001596,4.18181818181818,,
7041,enjoys,يستمتع,élvezi,menikmati,tận_hưởng,hoşlanan,0.582695598335524,0.581549993441072,0.578679817061071,0.578026001335947,0.577163036538956,0.582339391995389,,,
7048,suspicious,مريب,gyanús,mencurigakan,nghi_ngờ,şüpheli,0.587224157087788,0.61236396994411,0.620799226726544,0.58821418249674,0.614220959473696,0.615571680702368,4,,
7049,ordering,آمرك,rendelek,memesan,ra_lệnh,emrediyorum,0.605555986196479,0.645525728332585,0.63297854302725,0.585049067357314,0.642285159029273,0.61465575740763,,,
7050,consul,القنصل,konzul,Konsul,lãnh_sự,Konsolos,0.365016436605035,0.370807076820373,0.368904506142193,0.363810663779163,0.367972120257742,0.37146032132398,3.72727272727273,,
7053,lawn,العشب,gyepen,rumput,cỏ,biçme,0.497571777935164,0.494593341278222,0.499636878589087,0.50932758115037,0.497115638934313,0.52115669724023,3.9,0.6,
7054,halted,أوقفت,leállították,dihentikan,dừng,durduruldu,0.485790634510948,0.543574247922891,0.534617113582576,0.52677995543608,0.523312711646392,0.5307224358482,,,
7055,miniature,مصغرة,miniatűr,miniatur,nhỏ,minyatür,0.518193298064103,0.541274473847603,0.53916061732841,0.573670273491805,0.544280433889147,0.544768759614929,4.3,-1.833333333,
7061,breach,خرق,szerződésszegés,pelanggaran,lỗ_hổng,İhlal,0.530704006740532,0.571923307417677,0.558802964573683,0.491591562684459,0.539469997105394,0.5298384542301,3.4,,
7062,marching,يسيرون,menetel,berbaris,hành_quân,yürüyorlar,0.489263139937932,0.485484266139325,0.485107595485502,0.484384900238395,0.481437107060771,0.492691239329664,,,
7067,tempo,الإيقاع,tempó,temponya,nhịp,Tempo,0.486981395740618,0.463295105285001,0.454238100760283,0.443031994680967,0.465832087469209,0.457127956756149,4,,
7071,ivory,العاج,elefántcsont,gading,ngà,fildişi,0.425030828735389,0.412250890622124,0.455134915774657,0.466896665514255,0.434774058941683,0.452884421125562,3.8,,
7074,curves,المنحنيات,görbék,kurva,đường_cong,kıvrımları,0.468155950610787,0.468319554620934,0.456989136849768,0.464010732547089,0.475694932682575,0.463637178130858,,,
7075,prompting,حث,zsenge,mendorong,đối_chất,telkin,0.661894628862985,0.655693039117062,0.661380673382907,0.586725563434919,0.661179187387864,0.662655544484688,,,
7076,farewell,وداع,búcsú,perpisahan,tạm_biệt,elveda,0.513019061029502,0.536635586650648,0.502515084816505,0.503875637976518,0.51561896127391,0.520484402014868,3.6,,
7077,investor,مستثمر,befektető,Investor,đầu_tư,yatırımcı,0.452408889795032,0.452776412981032,0.452045394529719,0.442682525805134,0.448347854612477,0.447914746519693,,,
7079,conscious,واعية,tudatos,sadar,ý_thức,bilinçli,0.61527366349147,0.627018861946597,0.606140950691743,0.604362360227928,0.631685476358266,0.622219779870613,3.3,,
7084,oppose,يعارضون,ellenzik,menentang,phản_đối,çıkanlar,0.548700573505843,0.586954200975635,0.58916498833299,0.580410011742867,0.573462604578726,0.545400645953956,3.27272727272727,-0.461538462,
7087,stretches,تمتد,nyúlik,membentang,kéo_dài,uzanıyor,0.500959127126576,0.511701970132679,0.506846467612274,0.511383390601849,0.50631142130337,0.510312754898338,,,
7093,obviously,الواضح,nyilvánvalóan,jelas,rõ_ràng,besbelli,0.76078446713966,0.771293521170708,0.745999195206247,0.75339710193908,0.76396580388248,0.767326747635393,,,
